Id,Created Time,Closing Date,Stage,Source,Campaign,Product,Education Type,Payment Type,Initial Amount Paid,Offer Total Amount,Quality,Deal Owner Name,City,Level of Deutsch,Course duration,Months of study,amount_error,closing_date_error
5805028000043007480,2024-04-10 21:58:00,,Waiting For Payment,Google Ads,brand_search_eng_DE,UX/UI Design,Morning,,1000.0,11500.0,C - Low,Charlie Davis,Paderborn,Б1,11.0,,False,False
5805028000042821173,2024-04-10 09:05:00,,Lost,Facebook Ads,02.07.23wide_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,Köln,б1,11.0,,False,False
5805028000042691803,2024-04-10 07:37:00,,Call Delayed,Facebook Ads,02.07.23wide_DE,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Victor Barnes,,,11.0,,False,False
5805028000051270069,2024-05-22 22:44:00,,Payment Done,SMM,,Digital Marketing,Morning,,11000.0,11000.0,C - Low,Cara Iverson,Erftstadt,,11.0,2.0,False,False
5805028000042454923,2024-04-08 20:15:00,,Waiting For Payment,Organic,,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,,,11.0,,False,False
5805028000042113956,2024-04-06 20:44:00,2024-04-11,Lost,Facebook Ads,03.07.23women,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,,,11.0,,False,False
5805028000041461129,2024-04-03 15:39:00,,Lost,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,,,11.0,,False,False
5805028000048953606,2024-05-09 12:46:00,,Payment Done,Organic,,Digital Marketing,Morning,,11000.0,11000.0,C - Low,Cara Iverson,,в1,11.0,2.0,False,False
5805028000045362258,2024-04-21 22:00:00,,Payment Done,Facebook Ads,02.07.23wide_DE,Digital Marketing,Morning,,11000.0,11000.0,C - Low,Cara Iverson,,в1,11.0,3.0,False,False
5805028000044831001,2024-04-18 07:57:00,,Payment Done,Webinar,webinar1604,Digital Marketing,Morning,,11000.0,11000.0,B - Medium,Cara Iverson,,в1,11.0,3.0,False,False
5805028000039505868,2024-03-25 00:13:00,,Call Delayed,Organic,,UX/UI Design,Morning,,1000.0,11500.0,B - Medium,Ulysses Adams,Riesa,В1,11.0,,False,False
5805028000038872258,2024-03-21 05:07:00,,Waiting For Payment,Facebook Ads,03.07.23women,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,Duisburg,Б1,11.0,,False,False
5805028000038512271,2024-03-19 20:10:00,2024-04-18,Lost,Webinar,,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Charlie Davis,Düsseldorf,Б2 ( учит С1),11.0,,False,False
5805028000038498123,2024-03-19 19:08:00,2024-03-20,Lost,CRM,,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,,,11.0,,False,False
5805028000044481863,2024-04-17 13:31:00,,Payment Done,Youtube Ads,youtube_shorts_DE,Digital Marketing,Morning,,11000.0,11000.0,C - Low,Cara Iverson,,в1,11.0,3.0,False,False
5805028000043753938,2024-04-14 07:30:00,,Payment Done,Webinar,08.04.24wide_webinar_DE,Digital Marketing,Morning,,11000.0,11000.0,C - Low,Cara Iverson,,в1,11.0,3.0,False,False
5805028000037099606,2024-03-13 11:43:00,,Lost,Youtube Ads,youtube_shorts_DE,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,Hannover,Б1,11.0,,False,False
5805028000036807346,2024-03-12 00:37:00,,Call Delayed,Organic,,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Victor Barnes,,,11.0,,False,False
5805028000036814074,2024-03-11 16:43:00,2024-05-14,Lost,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,,,11.0,,False,False
5805028000036392082,2024-03-08 16:43:00,,Call Delayed,Organic,,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,,,11.0,,False,False
5805028000041195779,2024-04-02 18:21:00,,Payment Done,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Morning,,11000.0,11000.0,B - Medium,Cara Iverson,,в1,11.0,1.0,False,False
5805028000036017544,2024-03-07 12:24:00,,Lost,SMM,,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,Heilbronn,Б1,11.0,,False,False
5805028000040434228,2024-03-29 17:42:00,,Payment Done,Facebook Ads,07.07.23LAL_DE,Digital Marketing,Morning,,11000.0,11000.0,A - High,Cara Iverson,,в1,11.0,4.0,False,False
5805028000035144026,2024-02-29 16:24:00,2024-06-18,Lost,Telegram posts,work_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,,B1,11.0,,False,False
5805028000034886209,2024-02-28 16:17:00,,Lost,Bloggers,bloggerfrai_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Victor Barnes,,,11.0,,False,False
5805028000026242960,2024-01-16 15:46:00,,Payment Done,Facebook Ads,04.07.23recentlymoved_DE,Digital Marketing,Morning,,1200.0,11000.0,B - Medium,Victor Barnes,Sankt Georgen im Schwarzwald,B1,11.0,6.0,True,False
5805028000033317134,2024-02-21 15:11:00,2024-04-24,Lost,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,Mönchengladbach,,11.0,,False,False
5805028000033148305,2024-02-20 20:56:00,2024-05-14,Lost,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,,,11.0,,False,False
5805028000033148230,2024-02-20 19:46:00,,Lost,CRM,,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,Berlin,Б1,11.0,,False,False
5805028000033146177,2024-02-20 19:23:00,2024-02-22,Lost,Telegram posts,work_DE,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,Augsburg,А2,11.0,,False,False
5805028000032909210,2024-02-19 21:00:00,2024-04-27,Lost,CRM,,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,,,11.0,,False,False
5805028000032772783,2024-02-19 17:46:00,2024-04-02,Lost,Tiktok Ads,12.07.2023wide_DE,UX/UI Design,Morning,,1000.0,11500.0,C - Low,Ulysses Adams,Friedberg,в1,11.0,,False,False
5805028000032566291,2024-02-16 22:59:00,2024-04-25,Lost,Facebook Ads,24.09.23retargeting_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,,,11.0,,False,False
5805028000032064045,2024-02-14 21:11:00,2024-02-15,Lost,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,Iserlohn,А2,11.0,,False,False
5805028000018164129,2023-11-21 13:31:00,,Payment Done,Webinar,web2211_DE,Digital Marketing,Morning,,1200.0,11000.0,B - Medium,Victor Barnes,Bielefeld,В2,11.0,8.0,True,False
5805028000045472222,2024-04-22 13:24:00,,Payment Done,Organic,domain,Web Developer,Morning,,5000.0,5000.0,C - Low,Cara Iverson,,в1,6.0,1.0,False,False
5805028000030075310,2024-02-04 13:04:00,,Lost,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,,Б1,11.0,,False,False
5805028000029397134,2024-01-31 17:13:00,2024-02-02,Lost,Organic,,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,,,11.0,,False,False
5805028000029278069,2024-01-31 11:18:00,2024-05-16,Waiting For Payment,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,Mainz-Kostheim,Б1,11.0,,False,False
5805028000028914430,2024-01-30 13:08:00,,Lost,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Charlie Davis,Rostock,Б1,11.0,,False,False
5805028000028545467,2024-01-27 18:29:00,2024-04-25,Lost,Youtube Ads,youtube_shorts_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,,,11.0,,False,False
5805028000028558101,2024-01-27 08:57:00,2024-04-11,Lost,Bloggers,BloggerShina_DE,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Charlie Davis,Freiburg,Б1,11.0,,False,False
5805028000028436910,2024-01-26 22:52:00,2024-04-25,Lost,Bloggers,BloggerShina_DE,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Charlie Davis,Aachen,,11.0,,False,False
5805028000028535303,2024-01-26 22:14:00,,Lost,Facebook Ads,,Digital Marketing,Morning,,1000.0,11500.0,A - High,Charlie Davis,Bayreuth,"не сдавал, но гражданин",11.0,,False,False
5805028000028437616,2024-01-26 17:13:00,,Lost,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,Neu-Ulm,,11.0,,False,False
5805028000041190419,2024-04-02 17:12:00,,Payment Done,Telegram posts,Aussiedler_DE,Web Developer,Morning,,5000.0,5000.0,B - Medium,Cara Iverson,,в1,6.0,2.0,False,False
5805028000053530064,2024-06-04 23:39:00,2024-06-12,Payment Done,Organic,,UX/UI Design,Evening,One Payment,4500.0,4500.0,A - High,Charlie Davis,Tönning,,11.0,1.0,False,False
5805028000051119223,2024-05-21 21:51:00,2024-05-22,Payment Done,Google Ads,brand_search_eng_DE,UX/UI Design,Evening,One Payment,4500.0,4500.0,B - Medium,Paula Underwood,Dortmund,,11.0,2.0,False,False
5805028000027703881,2024-01-23 09:16:00,2024-06-19,Lost,Bloggers,mu_DE,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,,,11.0,,False,False
5805028000027444439,2024-01-20 13:27:00,,Lost,Organic,,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,Berlin,"А2, в процессе Б1",11.0,,False,False
5805028000049190389,2024-05-10 13:44:00,2024-05-15,Payment Done,Facebook Ads,02.07.23wide_DE,UX/UI Design,Evening,One Payment,4500.0,4500.0,B - Medium,Ben Hall,Obernheim,,11.0,2.0,False,False
5805028000027409017,2024-01-19 21:23:00,,Call Delayed,Organic,,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,Deggendorf,А2,11.0,,False,False
5805028000027100045,2024-01-19 10:37:00,,Lost,Facebook Ads,03.07.23women,Digital Marketing,Morning,,1000.0,11500.0,A - High,Charlie Davis,Magdeburg,Б2,11.0,,False,False
5805028000026988357,2024-01-19 01:13:00,,Call Delayed,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,Duisburg,,11.0,,False,False
5805028000026383071,2024-01-17 14:03:00,,Lost,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,Beckingen,Б1,11.0,,False,False
5805028000053242142,2024-06-03 18:33:00,2024-06-10,Payment Done,Youtube Ads,youtube_shorts_DE,UX/UI Design,Morning,One Payment,4000.0,4000.0,B - Medium,Quincy Vincent,Neu-Ulm,,11.0,1.0,False,False
5805028000026301540,2024-01-16 20:01:00,,Lost,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,,Б1 ( ждет итог ),11.0,,False,False
5805028000026130299,2024-01-15 18:12:00,2024-05-14,Lost,Facebook Ads,12.09.23interests_Uxui_DE,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,Dormagen,А2(ждет итоги Б1),11.0,,False,False
5805028000025633335,2024-01-11 21:52:00,,Lost,Facebook Ads,04.07.23recentlymoved_DE,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Victor Barnes,München,,11.0,,False,False
5805028000052341076,2024-05-29 11:03:00,2024-05-31,Payment Done,Organic,,Digital Marketing,Morning,One Payment,4000.0,4000.0,B - Medium,Ben Hall,Torgau,,11.0,2.0,False,False
5805028000024529535,2024-01-06 11:57:00,,Call Delayed,Youtube Ads,youtube_shorts_DE,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,,,11.0,,False,False
5805028000024558439,2024-01-06 06:56:00,,Call Delayed,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Charlie Davis,,,11.0,,False,False
5805028000024364322,2024-01-04 21:07:00,,Call Delayed,Youtube Ads,youtube_shorts_DE,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,,,11.0,,False,False
5805028000024353272,2024-01-04 20:29:00,,Call Delayed,Youtube Ads,youtube_shorts_DE,Digital Marketing,Morning,,1000.0,11500.0,A - High,Charlie Davis,Waldkraiburg,Б1,11.0,,False,False
5805028000024146779,2024-01-03 22:43:00,,Call Delayed,Facebook Ads,02.07.23wide_DE,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,,,11.0,,False,False
5805028000033288297,2024-02-21 16:38:00,2024-06-15,Payment Done,Facebook Ads,12.09.23interests_Uxui_DE,Digital Marketing,Morning,One Payment,4000.0,4000.0,B - Medium,Ben Hall,Ulm,,11.0,5.0,False,False
5805028000024158418,2024-01-03 18:23:00,,Call Delayed,Facebook Ads,07.07.23LAL_DE,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,Berlin,А2 ( в процессе Б1),11.0,,False,False
5805028000024146039,2024-01-03 10:16:00,,Lost,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Morning,,1000.0,11500.0,A - High,Charlie Davis,Frankfurt,Б1,11.0,,False,False
5805028000024170001,2024-01-03 07:13:00,,Lost,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,,,11.0,,False,False
5805028000024043401,2024-01-02 23:31:00,2024-02-14,Lost,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Charlie Davis,Nürnberg,Б1,11.0,,False,False
5805028000023852658,2024-01-01 21:47:00,,Lost,Facebook Ads,04.07.23recentlymoved_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,Regensburg,Б1,11.0,,False,False
5805028000023975012,2024-01-01 21:46:00,,Lost,Facebook Ads,02.07.23wide_DE,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Charlie Davis,Wiesbaden,B2,11.0,,False,False
5805028000021401550,2023-12-15 03:25:00,2024-05-31,Lost,Youtube Ads,youtube_shorts_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,,,11.0,,False,False
5805028000021278356,2023-12-13 20:02:00,2024-05-14,Lost,Webinar,web1312_DE,Digital Marketing,Morning,,1000.0,11500.0,A - High,Charlie Davis,Frankfurt,,11.0,,False,False
5805028000021192215,2023-12-13 13:43:00,2024-04-06,Lost,Facebook Ads,02.07.23wide_DE,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Charlie Davis,,,11.0,,False,False
5805028000029270351,2024-01-31 14:44:00,2024-02-01,Payment Done,SMM,blog2_DE,UX/UI Design,Evening,One Payment,4000.0,4000.0,A - High,Quincy Vincent,Braunschweig,,11.0,6.0,False,False
5805028000024148445,2024-01-03 16:27:00,2024-01-05,Payment Done,Bloggers,bloggerfrai_DE,Digital Marketing,Evening,Recurring Payments,4000.0,4000.0,A - High,Paula Underwood,Berlin,,11.0,6.0,False,False
5805028000020305277,2023-12-08 11:37:00,2023-12-08,Lost,Facebook Ads,,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,,,11.0,,False,False
5805028000019846166,2023-12-06 13:03:00,2024-06-18,Lost,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,,А2 ( хочет просить совмещать),11.0,,False,False
5805028000019714000,2023-12-06 09:14:00,,Call Delayed,Google Ads,Dis_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,,,11.0,,False,False
5805028000019725236,2023-12-05 14:00:00,,Lost,Facebook Ads,02.07.23wide_DE,Digital Marketing,Morning,,1000.0,11500.0,A - High,Charlie Davis,Leipzig,Б2,11.0,,False,False
5805028000053701833,2024-06-06 14:27:00,2024-06-07,Payment Done,Organic,,Web Developer,Morning,One Payment,3500.0,3500.0,C - Low,Ulysses Adams,München,,6.0,1.0,False,False
5805028000034154154,2024-02-26 14:17:00,2024-02-27,Payment Done,Organic,,Digital Marketing,Evening,One Payment,3500.0,3500.0,B - Medium,Victor Barnes,Heilbronn,,11.0,5.0,False,False
5805028000019310484,2023-11-30 21:27:00,2024-04-27,Lost,Facebook Ads,02.07.23wide_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,,,11.0,,False,False
5805028000019184031,2023-11-30 09:37:00,,Lost,Facebook Ads,02.07.23wide_DE,Digital Marketing,Morning,,1000.0,11500.0,D - Non Target,Charlie Davis,,,11.0,,False,False
5805028000010577145,2023-10-09 16:36:00,2023-10-20,Payment Done,Organic,,Digital Marketing,Evening,One Payment,3500.0,3500.0,C - Low,Jane Smith,Berlin,,11.0,9.0,False,False
5805028000019003594,2023-11-28 20:23:00,2023-11-29,Lost,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,,,11.0,,False,False
5805028000018767671,2023-11-27 21:09:00,2023-12-12,Lost,Organic,,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Charlie Davis,Braunschweig,,11.0,,False,False
5805028000043980372,2024-04-16 08:53:00,2024-04-30,Payment Done,Google Ads,brand_search_eng_DE,Digital Marketing,Evening,One Payment,3000.0,3500.0,B - Medium,Victor Barnes,Nürnberg,,11.0,3.0,True,False
5805028000018730012,2023-11-25 10:22:00,2023-11-28,Lost,Facebook Ads,12.09.23interests_Uxui_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,Düsseldorf,Б1,11.0,,False,False
5805028000043008340,2024-04-10 21:51:00,2024-04-19,Payment Done,SMM,Jobs_germany_DE,Digital Marketing,Evening,One Payment,3000.0,3500.0,B - Medium,Ben Hall,Rastatt,,11.0,2.0,True,False
5805028000037495464,2024-03-14 18:48:00,2024-03-28,Payment Done,Organic,,Digital Marketing,Morning,One Payment,3000.0,3500.0,A - High,Ben Hall,Semej,,11.0,4.0,True,False
5805028000017928017,2023-11-20 13:17:00,,Lost,SMM,,Digital Marketing,Morning,,1000.0,11500.0,A - High,Charlie Davis,Bamberg,Б1,11.0,,False,False
5805028000017828502,2023-11-20 12:20:00,2023-11-22,Lost,SMM,,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Jane Smith,,,11.0,,False,False
5805028000017756683,2023-11-19 19:37:00,2024-05-28,Lost,Google Ads,gen_analyst_DE,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Ulysses Adams,,а2,11.0,,False,False
5805028000017721727,2023-11-19 18:03:00,,Call Delayed,Facebook Ads,03.07.23women,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Charlie Davis,,,11.0,,False,False
5805028000017516451,2023-11-17 21:21:00,,Lost,Facebook Ads,02.07.23wide_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Paula Underwood,,а2,11.0,,False,False
5805028000017530376,2023-11-17 18:34:00,2023-11-18,Waiting For Payment,Tiktok Ads,12.07.2023wide_DE,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Charlie Davis,,,11.0,,False,False
5805028000017523170,2023-11-17 17:56:00,2023-11-22,Lost,SMM,,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Charlie Davis,,б1,11.0,,False,False
5805028000017448126,2023-11-17 12:52:00,,Lost,Facebook Ads,03.07.23women,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Paula Underwood,,Б1,11.0,,False,False
5805028000017468118,2023-11-17 10:55:00,,Lost,Organic,,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Charlie Davis,Nienburg/Weser,Б1,11.0,,False,False
5805028000017367055,2023-11-16 18:47:00,,Lost,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Jane Smith,,,11.0,,False,False
5805028000017185472,2023-11-16 14:35:00,,Lost,Telegram posts,,Digital Marketing,Morning,,1000.0,11500.0,C - Low,Paula Underwood,,,11.0,,False,False
5805028000037097833,2024-03-13 14:10:00,2024-03-18,Payment Done,Google Ads,performancemax_digitalmarkt_ru_DE,Digital Marketing,Evening,One Payment,3000.0,3500.0,B - Medium,Charlie Davis,Słubice,,11.0,4.0,True,False
5805028000037112715,2024-03-13 13:15:00,2024-04-30,Payment Done,Telegram posts,,Digital Marketing,Morning,One Payment,3000.0,3500.0,B - Medium,Quincy Vincent,Pfalzgrafenweiler,B1,11.0,4.0,True,False
5805028000016955443,2023-11-15 10:14:00,2024-05-15,Lost,Google Ads,Dis_DE,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Nina Scott,Berlin,В1,11.0,,False,False
5805028000016957614,2023-11-15 09:55:00,2024-04-05,Lost,Telegram posts,work_DE,Digital Marketing,Morning,,1000.0,11500.0,B - Medium,Nina Scott,,,11.0,,False,False
